author,data
 jeanne p brownlow,Result for  jeanne p brownlow
 seán hand,Result for  seán hand
['J. H. Fowler'],Result for ['J. H. Fowler']
['V. De Sola Pinto'],Result for ['V. De Sola Pinto']
['Joshua David Bellin'],Result for ['Joshua David Bellin']
['C. F. Harrold'],Result for ['C. F. Harrold']
['Robert Speaight'],Result for ['Robert Speaight']
['Charles Howell Foster'],Result for ['Charles Howell Foster']
['FELICITY A. NUSSBAUM'],Result for ['FELICITY A. NUSSBAUM']
['M. Grover'],Result for ['M. Grover']
['CLARE MCMANUS'],Result for ['CLARE MCMANUS']
['Bruce Dearing'],Result for ['Bruce Dearing']
['W. H. Stevenson'],Result for ['W. H. Stevenson']
['J. M. Aguirre'],Result for ['J. M. Aguirre']
['E. F. Hart'],Result for ['E. F. Hart']
 r l g r,Result for  r l g r
['C. Narayana Menon'],Result for ['C. Narayana Menon']
['James Marshall Osborn'],Result for ['James Marshall Osborn']
['Helmut Hatzfeld'],Result for ['Helmut Hatzfeld']
['H. Gibson Atkins'],Result for ['H. Gibson Atkins']
['Robert K. Martin'],Result for ['Robert K. Martin']
['JOSEPH WALLACE'],Result for ['JOSEPH WALLACE']
['Alessandro Vettori'],Result for ['Alessandro Vettori']
['W. A. Sewell'],Result for ['W. A. Sewell']
['Mary Morrison'],Result for ['Mary Morrison']
['Mark A. Kishlansky'],Result for ['Mark A. Kishlansky']
['ALISSA TROTZ'],Result for ['ALISSA TROTZ']
['Joe Carson'],Result for ['Joe Carson']
['Alison Morgan'],Result for ['Alison Morgan']
['Quentin G. Kraft'],Result for ['Quentin G. Kraft']
['MARK MILLER'],Result for ['MARK MILLER']
['Percy Adams Hutchison'],Result for ['Percy Adams Hutchison']
['Joan Hartwig'],Result for ['Joan Hartwig']
['Lucy Bell'],Result for ['Lucy Bell']
 frederic jameson,Result for  frederic jameson
['ALISON HICKEY'],Result for ['ALISON HICKEY']
 barbara herrnstein smith,Result for  barbara herrnstein smith
['Tey Diana Rebolledo'],Result for ['Tey Diana Rebolledo']
['Humphrey Gyde'],Result for ['Humphrey Gyde']
['SARAH VALENTINE'],Result for ['SARAH VALENTINE']
['Marie L. Barker'],Result for ['Marie L. Barker']
['Efraim R. Sicher'],Result for ['Efraim R. Sicher']
['Martin Turnell'],Result for ['Martin Turnell']
['Mary W. Scott'],Result for ['Mary W. Scott']
['KATIE TRUMPENER'],Result for ['KATIE TRUMPENER']
['Jonas Jølle'],Result for ['Jonas Jølle']
['Marcus Bullock'],Result for ['Marcus Bullock']
['EVE TAVOR BANNET'],Result for ['EVE TAVOR BANNET']
['Thomas L. Wright'],Result for ['Thomas L. Wright']
['Claire-Eliane Engel'],Result for ['Claire-Eliane Engel']
['Kenneth J. Larsen'],Result for ['Kenneth J. Larsen']
['John S. Whitley'],Result for ['John S. Whitley']
['David Owen Evans'],Result for ['David Owen Evans']
['Daniel N. Roselli'],Result for ['Daniel N. Roselli']
['Uta Liebmann Schaub'],Result for ['Uta Liebmann Schaub']
['Gordon Graham'],Result for ['Gordon Graham']
['Susannah B. Mintz'],Result for ['Susannah B. Mintz']
['Eugene R. Purpus'],Result for ['Eugene R. Purpus']
['William Gallois'],Result for ['William Gallois']
['William C. Calin'],Result for ['William C. Calin']
"[""Dorothy O'Connor""]","Result for [""Dorothy O'Connor""]"
['Eric J. Ziolkowski'],Result for ['Eric J. Ziolkowski']
['Katherine Jones'],Result for ['Katherine Jones']
['Paul A. Fortier'],Result for ['Paul A. Fortier']
['Katherine C. Hill'],Result for ['Katherine C. Hill']
 paul n siegel,Result for  paul n siegel
['Howard I. Needler'],Result for ['Howard I. Needler']
['James B. White'],Result for ['James B. White']
 florence l walzl,Result for  florence l walzl
['Jonathan\xa0H. Grossman'],Result for ['Jonathan\xa0H. Grossman']
 w b yeats,Result for  w b yeats
['M. H.'],Result for ['M. H.']
 w m smith,Result for  w m smith
['Philip Gould'],Result for ['Philip Gould']
 judith wilt,Result for  judith wilt
['Jodi-Anne George'],Result for ['Jodi-Anne George']
['Francis Russell Hart'],Result for ['Francis Russell Hart']
['James Lawler'],Result for ['James Lawler']
['Paul\xa0D. Cannan'],Result for ['Paul\xa0D. Cannan']
['John McManners'],Result for ['John McManners']
['S. B. Liljegren'],Result for ['S. B. Liljegren']
['RICHARD ABRAMS'],Result for ['RICHARD ABRAMS']
['Jürgen Barkhoff'],Result for ['Jürgen Barkhoff']
['Rachel Morley'],Result for ['Rachel Morley']
['Francis Christensen'],Result for ['Francis Christensen']
 kenneth curry,Result for  kenneth curry
['Danila Sokolov'],Result for ['Danila Sokolov']
['Elizabeth Anne Jacobs'],Result for ['Elizabeth Anne Jacobs']
['SIMONE CELINE MARSHALL'],Result for ['SIMONE CELINE MARSHALL']
['John Rogers'],Result for ['John Rogers']
['Joe Moshenska'],Result for ['Joe Moshenska']
['Brian Foster'],Result for ['Brian Foster']
['E. J. Clery'],Result for ['E. J. Clery']
['Werner Schröder'],Result for ['Werner Schröder']
['Thomas Amherst Perry'],Result for ['Thomas Amherst Perry']
['Simon Eliot'],Result for ['Simon Eliot']
['Diana Wallace'],Result for ['Diana Wallace']
['Harlan Hatcher'],Result for ['Harlan Hatcher']
['Hans-Peter Breuer'],Result for ['Hans-Peter Breuer']
['MATTHEW WICKMAN'],Result for ['MATTHEW WICKMAN']
['Lawrance Thompson'],Result for ['Lawrance Thompson']
['Michael Questier'],Result for ['Michael Questier']
['Raluca L. Radulescu'],Result for ['Raluca L. Radulescu']
['Sarah Nicolazzo'],Result for ['Sarah Nicolazzo']
['Rebecca Johinke'],Result for ['Rebecca Johinke']
['Heinz-Joachim Müllenbrock'],Result for ['Heinz-Joachim Müllenbrock']
['J. H. Shennan'],Result for ['J. H. Shennan']
['T. L. Burton'],Result for ['T. L. Burton']
['Leslie\xa0A. Adelson'],Result for ['Leslie\xa0A. Adelson']
['Herbert Berry'],Result for ['Herbert Berry']
['Ronald D. LeBlanc'],Result for ['Ronald D. LeBlanc']
['William Cliff Martin'],Result for ['William Cliff Martin']
 jeanbaptiste fressoz,Result for  jeanbaptiste fressoz
 emmanuel bruno jeanfrançois,Result for  emmanuel bruno jeanfrançois
 w d williams,Result for  w d williams
['Hilde von Anacker'],Result for ['Hilde von Anacker']
['Nellie McKay'],Result for ['Nellie McKay']
['Patrick J. M. Quinn'],Result for ['Patrick J. M. Quinn']
['Julie Singer'],Result for ['Julie Singer']
['Eduardo Cadava'],Result for ['Eduardo Cadava']
['Nancy P. Brown'],Result for ['Nancy P. Brown']
['Viola Hopkins'],Result for ['Viola Hopkins']
['R. E. Sowerby'],Result for ['R. E. Sowerby']
['Arther Sherbo'],Result for ['Arther Sherbo']
['Jean Sarrailh'],Result for ['Jean Sarrailh']
['Helmut Markus'],Result for ['Helmut Markus']
['RENÉE R. TRILLING'],Result for ['RENÉE R. TRILLING']
['Bran Nicol'],Result for ['Bran Nicol']
['David M. Bellos'],Result for ['David M. Bellos']
['Laurie Edson'],Result for ['Laurie Edson']
['Daniel Anlezark'],Result for ['Daniel Anlezark']
['Geoffrey Creigh'],Result for ['Geoffrey Creigh']
['F. Beckwith'],Result for ['F. Beckwith']
 paul alpers,Result for  paul alpers
['Rebecca Pillière'],Result for ['Rebecca Pillière']
['Harold Jantz'],Result for ['Harold Jantz']
['Laurie E. Osborne'],Result for ['Laurie E. Osborne']
['Peter F. Ainsworth'],Result for ['Peter F. Ainsworth']
['Eric R. J. Hayot'],Result for ['Eric R. J. Hayot']
['Jeremy Gilbert‐Rolfe'],Result for ['Jeremy Gilbert‐Rolfe']
['John D. Seelye'],Result for ['John D. Seelye']
['Sangita Gopal'],Result for ['Sangita Gopal']
['Krzysztof Ziarek'],Result for ['Krzysztof Ziarek']
['R. M. W. Dixon'],Result for ['R. M. W. Dixon']
['Bruce E. Fleming'],Result for ['Bruce E. Fleming']
['Thomas M. Curley'],Result for ['Thomas M. Curley']
['ELLA OPHIR'],Result for ['ELLA OPHIR']
['IAN FELCE'],Result for ['IAN FELCE']
['Dolores Warwick Frese'],Result for ['Dolores Warwick Frese']
['CHARLES LOCK'],Result for ['CHARLES LOCK']
['C. E. Ward'],Result for ['C. E. Ward']
 franklin e court,Result for  franklin e court
['Theodore Howard Banks'],Result for ['Theodore Howard Banks']
['JOHN KUCICH'],Result for ['JOHN KUCICH']
['Jacques Lezra'],Result for ['Jacques Lezra']
['KURT A. JOHNSON'],Result for ['KURT A. JOHNSON']
['R. A. Nicholls'],Result for ['R. A. Nicholls']
['Virginie Greene'],Result for ['Virginie Greene']
['J. Donald Bowen'],Result for ['J. Donald Bowen']
['JOHANNA DRUCKER'],Result for ['JOHANNA DRUCKER']
['Leon Litvack'],Result for ['Leon Litvack']
['Mutlu\xa0Konuk Blasing'],Result for ['Mutlu\xa0Konuk Blasing']
['JOHN PARK'],Result for ['JOHN PARK']
['J. Vincent Crowne'],Result for ['J. Vincent Crowne']
['M. A. Bayfield'],Result for ['M. A. Bayfield']
['M. Gerard Davis'],Result for ['M. Gerard Davis']
['Alexander Boguslawski'],Result for ['Alexander Boguslawski']
 ernest j simmons,Result for  ernest j simmons
['Dale Shuger'],Result for ['Dale Shuger']
['Margaret Atwood'],Result for ['Margaret Atwood']
['John Kerrigan'],Result for ['John Kerrigan']
['John F. Ross'],Result for ['John F. Ross']
['DENISE GIGANTE'],Result for ['DENISE GIGANTE']
['Mike Rogers'],Result for ['Mike Rogers']
 carmen millánvarela,Result for  carmen millánvarela
['Sabine Müüller'],Result for ['Sabine Müüller']
['Albert B. Friedman'],Result for ['Albert B. Friedman']
['Helene M. Kastinger Riley'],Result for ['Helene M. Kastinger Riley']
['Kurt Tetzeli von Rosador'],Result for ['Kurt Tetzeli von Rosador']
['James Ambrose'],Result for ['James Ambrose']
['Gertrude van Arsdale Ingalls'],Result for ['Gertrude van Arsdale Ingalls']
['L. M. Myers'],Result for ['L. M. Myers']
['Miruna Stanica'],Result for ['Miruna Stanica']
['Crystal Bartolovich'],Result for ['Crystal Bartolovich']
['Eléonore M. Zimmermann'],Result for ['Eléonore M. Zimmermann']
['MATTHEW GARRETT'],Result for ['MATTHEW GARRETT']
['C. Stephen Finley'],Result for ['C. Stephen Finley']
 john brenkman,Result for  john brenkman
['Phoebe\xa0S. Spinrad'],Result for ['Phoebe\xa0S. Spinrad']
['Hilary Hutchinson'],Result for ['Hilary Hutchinson']
['A. G. Canfield'],Result for ['A. G. Canfield']
['Andrew R. Morehouse'],Result for ['Andrew R. Morehouse']
['JONATHAN SCOTT ENDERLE'],Result for ['JONATHAN SCOTT ENDERLE']
['Annemarie E. Mahler'],Result for ['Annemarie E. Mahler']
['Deirdre David'],Result for ['Deirdre David']
['Jenny Kaminer'],Result for ['Jenny Kaminer']
['H. S. Wilson'],Result for ['H. S. Wilson']
['William E. Bull'],Result for ['William E. Bull']
['LINDSAY SMITH'],Result for ['LINDSAY SMITH']
['GEORGE HUTCHINSON'],Result for ['GEORGE HUTCHINSON']
 anne curzan,Result for  anne curzan
['Michael Goldman'],Result for ['Michael Goldman']
['Dwight N. Lindley'],Result for ['Dwight N. Lindley']
['SIÂN ECHARD'],Result for ['SIÂN ECHARD']
['DANIEL TYLER'],Result for ['DANIEL TYLER']
['Ahuvia Kahane'],Result for ['Ahuvia Kahane']
['Alda Blanco'],Result for ['Alda Blanco']
['GLENDA R. CARPIO'],Result for ['GLENDA R. CARPIO']
['A. C. Gimson'],Result for ['A. C. Gimson']
['Donatella Stocchi‐Perucchio'],Result for ['Donatella Stocchi‐Perucchio']
['Andrew Hollis'],Result for ['Andrew Hollis']
['JANE GRIFFITHS'],Result for ['JANE GRIFFITHS']
['Jean Ure'],Result for ['Jean Ure']
['JANE O. NEWMAN'],Result for ['JANE O. NEWMAN']
['Charlton Laird'],Result for ['Charlton Laird']
['Lee Patterson'],Result for ['Lee Patterson']
['Tamsin Theresa Badcoe'],Result for ['Tamsin Theresa Badcoe']
['Catherine B. Osborn'],Result for ['Catherine B. Osborn']
['Malcolm Pittock'],Result for ['Malcolm Pittock']
['Marjory A. Bald'],Result for ['Marjory A. Bald']
['William Slaymaker'],Result for ['William Slaymaker']
['John R. Ludington'],Result for ['John R. Ludington']
['W. Mary Hackett'],Result for ['W. Mary Hackett']
['Harold Willams'],Result for ['Harold Willams']
['Francis Keppel'],Result for ['Francis Keppel']
['Alfonso Rey'],Result for ['Alfonso Rey']
['Jean J. Duffy'],Result for ['Jean J. Duffy']
['T. V. Booth'],Result for ['T. V. Booth']
['Seth Weiner'],Result for ['Seth Weiner']
['G. Guder'],Result for ['G. Guder']
['H. J. JACKSON'],Result for ['H. J. JACKSON']
['Rebecca E. Biron'],Result for ['Rebecca E. Biron']
['E. A. M. Colman'],Result for ['E. A. M. Colman']
['JAMES PHILLIPS'],Result for ['JAMES PHILLIPS']
['Leonard Nathanson'],Result for ['Leonard Nathanson']
['Helen Vassallo'],Result for ['Helen Vassallo']
['Kenneth MacLean'],Result for ['Kenneth MacLean']
['Jerrold Seigel'],Result for ['Jerrold Seigel']
['Julie Robin Solomon'],Result for ['Julie Robin Solomon']
['R. T. Milford'],Result for ['R. T. Milford']
['VIRGINIA LEE STRAIN'],Result for ['VIRGINIA LEE STRAIN']
['B. N. Parker'],Result for ['B. N. Parker']
['William Huse'],Result for ['William Huse']
['Kenneth R. R. Gros Louis'],Result for ['Kenneth R. R. Gros Louis']
['Ann Evans Berthoff'],Result for ['Ann Evans Berthoff']
['Albert B. Faust'],Result for ['Albert B. Faust']
['William F. Monroe'],Result for ['William F. Monroe']
['KENDRA PACKHAM'],Result for ['KENDRA PACKHAM']
['M. C. Hildyard'],Result for ['M. C. Hildyard']
['Richard C. Borden'],Result for ['Richard C. Borden']
['Antoine Compagnon'],Result for ['Antoine Compagnon']
 elvira roncalli,Result for  elvira roncalli
 marcello pezzetti,Result for  marcello pezzetti
['Nicolas K. Kiessling'],Result for ['Nicolas K. Kiessling']
['DANIEL SPOTH'],Result for ['DANIEL SPOTH']
 richard heinemann,Result for  richard heinemann
['Anne Barbeau Gardiner'],Result for ['Anne Barbeau Gardiner']
['Ralph W. Truerlood'],Result for ['Ralph W. Truerlood']
['Kate E. Tunstall'],Result for ['Kate E. Tunstall']
['Charity Meier-Ewert'],Result for ['Charity Meier-Ewert']
"[""HEATHER O'DONOGHUE""]","Result for [""HEATHER O'DONOGHUE""]"
['Kevin McLaughlin'],Result for ['Kevin McLaughlin']
['Shari M. Huhndorf'],Result for ['Shari M. Huhndorf']
['K. M. Wheeler'],Result for ['K. M. Wheeler']
['SUSAN GILLMAN'],Result for ['SUSAN GILLMAN']
['Roger Stephenson'],Result for ['Roger Stephenson']
['George McFadden'],Result for ['George McFadden']
['John L. Stewart'],Result for ['John L. Stewart']
['Howard Levant'],Result for ['Howard Levant']
['Richard Regosin'],Result for ['Richard Regosin']
['J. D. Jones'],Result for ['J. D. Jones']
['Nicole Jerr'],Result for ['Nicole Jerr']
"[""Margaret Ann O'Brien""]","Result for [""Margaret Ann O'Brien""]"
['Martin Kallich'],Result for ['Martin Kallich']
['PETER W. GRAHAM'],Result for ['PETER W. GRAHAM']
['Andrew Nicholson'],Result for ['Andrew Nicholson']
['Ruth Chester'],Result for ['Ruth Chester']
['COURTNEY SALVEY'],Result for ['COURTNEY SALVEY']
['Audrey Jaffe'],Result for ['Audrey Jaffe']
['J. C. Lyons'],Result for ['J. C. Lyons']
 marianna de marco torgovnick,Result for  marianna de marco torgovnick
['Marsha Siefert'],Result for ['Marsha Siefert']
['GREG CARR'],Result for ['GREG CARR']
['Fiona Somerset'],Result for ['Fiona Somerset']
['Heledd Hayes'],Result for ['Heledd Hayes']
['Craig A. Berry'],Result for ['Craig A. Berry']
['Svetlana Boym'],Result for ['Svetlana Boym']
['CLAIRE JARVIS'],Result for ['CLAIRE JARVIS']
['SORDON BRADEN'],Result for ['SORDON BRADEN']
 thomas kaminski,Result for  thomas kaminski
['Christopher Bobonich'],Result for ['Christopher Bobonich']
['MICHAEL G. SARGENT'],Result for ['MICHAEL G. SARGENT']
['Enid C. Selby'],Result for ['Enid C. Selby']
['Richard W. Tyler'],Result for ['Richard W. Tyler']
['Doris C. Powers'],Result for ['Doris C. Powers']
['W. H. Sellers'],Result for ['W. H. Sellers']
['Wilbur D. Dunkel'],Result for ['Wilbur D. Dunkel']
['John Hines'],Result for ['John Hines']
['Sandra Billington'],Result for ['Sandra Billington']
['Susan Scheckel'],Result for ['Susan Scheckel']
['James C. Bruce'],Result for ['James C. Bruce']
['SARAH DUSTAGHEER'],Result for ['SARAH DUSTAGHEER']
['John Tedeschi'],Result for ['John Tedeschi']
['Neil\xa0D. Graves'],Result for ['Neil\xa0D. Graves']
['Otto Springer'],Result for ['Otto Springer']
['Paola Seganti Griffith'],Result for ['Paola Seganti Griffith']
['Susanna Greer Fein'],Result for ['Susanna Greer Fein']
['Deborah Cameron'],Result for ['Deborah Cameron']
['Michael Manheim'],Result for ['Michael Manheim']
['Murray Frame'],Result for ['Murray Frame']
['John Griffin'],Result for ['John Griffin']
['J. MICHAEL DASH'],Result for ['J. MICHAEL DASH']
['META DUEWA JONES'],Result for ['META DUEWA JONES']
['Madeleine Blaess'],Result for ['Madeleine Blaess']
['David\xa0A. Brewer'],Result for ['David\xa0A. Brewer']
 eric gardner,Result for  eric gardner
['A. Cobban'],Result for ['A. Cobban']
['J. de Sousa-Leão'],Result for ['J. de Sousa-Leão']
['Johannes Endres'],Result for ['Johannes Endres']
['George H. Nettleton'],Result for ['George H. Nettleton']
['William Howard'],Result for ['William Howard']
['KATHARINE A. BURNETT'],Result for ['KATHARINE A. BURNETT']
['Eric Dickins'],Result for ['Eric Dickins']
['Tamar Drukker'],Result for ['Tamar Drukker']
['V. de S. P.'],Result for ['V. de S. P.']
['James Moran'],Result for ['James Moran']
 f m stenton,Result for  f m stenton
['William J. King'],Result for ['William J. King']
['Maurice Hemingway'],Result for ['Maurice Hemingway']
['C. H. Talbot'],Result for ['C. H. Talbot']
['Steven Mentz'],Result for ['Steven Mentz']
['STEFANI ENGELSTEIN'],Result for ['STEFANI ENGELSTEIN']
 uliana f gabara,Result for  uliana f gabara
['Norma Phillips'],Result for ['Norma Phillips']
['Ernest S. Wolf'],Result for ['Ernest S. Wolf']
['Isaiah Berlin'],Result for ['Isaiah Berlin']
['Faith Kitch'],Result for ['Faith Kitch']
['GENE ANDREW JARRETT'],Result for ['GENE ANDREW JARRETT']
 kaifeng,Result for  kaifeng
['Edwin Martin'],Result for ['Edwin Martin']
['J. Fox'],Result for ['J. Fox']
['Marta Segarra'],Result for ['Marta Segarra']
['Emma Pope M. Dieckmann'],Result for ['Emma Pope M. Dieckmann']
['Shaobo Xie'],Result for ['Shaobo Xie']
['John Dunn'],Result for ['John Dunn']
['Sujit Mukherjee'],Result for ['Sujit Mukherjee']
['R. W. Fiddian'],Result for ['R. W. Fiddian']
['Ronald Waldron'],Result for ['Ronald Waldron']
['B. J. McMullin'],Result for ['B. J. McMullin']
['Ruth Aproberts'],Result for ['Ruth Aproberts']
['Hugh Probyn'],Result for ['Hugh Probyn']
['Sarah Pratt'],Result for ['Sarah Pratt']
['Maria Sachiko Cecire'],Result for ['Maria Sachiko Cecire']
['Edward Gieskes'],Result for ['Edward Gieskes']
['Miranda J. Burgess'],Result for ['Miranda J. Burgess']
['Netta van Vliet'],Result for ['Netta van Vliet']
['Matthew Griffin'],Result for ['Matthew Griffin']
['Tim Dean'],Result for ['Tim Dean']
['STEPHEN BURT'],Result for ['STEPHEN BURT']
['Richard Dance'],Result for ['Richard Dance']
['Malcolm Bull'],Result for ['Malcolm Bull']
['George Wasserman'],Result for ['George Wasserman']
['Stephanie Dumke'],Result for ['Stephanie Dumke']
['John Dupré'],Result for ['John Dupré']
['Ina Blom'],Result for ['Ina Blom']
['J. C. Hilson'],Result for ['J. C. Hilson']
['Catherine M. Cole'],Result for ['Catherine M. Cole']
['Israel S. Stamm'],Result for ['Israel S. Stamm']
 ian watt,Result for  ian watt
['Angela Russell'],Result for ['Angela Russell']
['Renato Poggioli'],Result for ['Renato Poggioli']
['R. M. Berry'],Result for ['R. M. Berry']
['John Stafford'],Result for ['John Stafford']
['Edward Yeheskeel Kutscher'],Result for ['Edward Yeheskeel Kutscher']
['Leon F. Seltzer'],Result for ['Leon F. Seltzer']
